,character,rating
1250,Luke Skywalker,Somewhat favorably
1251,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1252,Luke Skywalker,Very favorably
1253,Luke Skywalker,Very favorably
1254,Luke Skywalker,Somewhat favorably
1255,Luke Skywalker,Very favorably
1256,Luke Skywalker,Somewhat favorably
1257,Luke Skywalker,Somewhat favorably
1258,Luke Skywalker,Very favorably
1259,Luke Skywalker,Very favorably
1260,Luke Skywalker,Somewhat favorably
1261,Luke Skywalker,Very favorably
1262,Luke Skywalker,Very favorably
1263,Luke Skywalker,Very favorably
1264,Luke Skywalker,Very favorably
1265,Luke Skywalker,Very favorably
1267,Luke Skywalker,Somewhat favorably
1268,Luke Skywalker,Somewhat favorably
1269,Luke Skywalker,Very favorably
1271,Luke Skywalker,Very favorably
1274,Luke Skywalker,Somewhat favorably
1276,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1277,Luke Skywalker,Somewhat favorably
1279,Luke Skywalker,Somewhat favorably
1280,Luke Skywalker,Very favorably
1281,Luke Skywalker,Very favorably
1283,Luke Skywalker,Very favorably
1284,Luke Skywalker,Very favorably
1285,Luke Skywalker,Very favorably
1286,Luke Skywalker,Very favorably
1287,Luke Skywalker,Very favorably
1288,Luke Skywalker,Somewhat favorably
1292,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1293,Luke Skywalker,Somewhat favorably
1294,Luke Skywalker,Very favorably
1295,Luke Skywalker,Very favorably
1296,Luke Skywalker,Somewhat favorably
1297,Luke Skywalker,Somewhat favorably
1298,Luke Skywalker,Somewhat favorably
1299,Luke Skywalker,Very favorably
1300,Luke Skywalker,Very favorably
1302,Luke Skywalker,Very favorably
1303,Luke Skywalker,Very favorably
1306,Luke Skywalker,Very favorably
1308,Luke Skywalker,Very favorably
1309,Luke Skywalker,Somewhat favorably
1311,Luke Skywalker,Somewhat favorably
1317,Luke Skywalker,Somewhat favorably
1318,Luke Skywalker,Very favorably
1319,Luke Skywalker,Very favorably
1321,Luke Skywalker,Very favorably
1325,Luke Skywalker,Very favorably
1326,Luke Skywalker,Very favorably
1327,Luke Skywalker,Very favorably
1328,Luke Skywalker,Very unfavorably
1329,Luke Skywalker,Very favorably
1330,Luke Skywalker,Very favorably
1332,Luke Skywalker,Very favorably
1333,Luke Skywalker,Somewhat favorably
1334,Luke Skywalker,Very favorably
1335,Luke Skywalker,Somewhat favorably
1337,Luke Skywalker,Very favorably
1338,Luke Skywalker,Very favorably
1339,Luke Skywalker,Somewhat favorably
1340,Luke Skywalker,Somewhat favorably
1341,Luke Skywalker,Very favorably
1342,Luke Skywalker,Somewhat favorably
1344,Luke Skywalker,Very favorably
1345,Luke Skywalker,Somewhat unfavorably
1346,Luke Skywalker,Somewhat favorably
1347,Luke Skywalker,Very favorably
1348,Luke Skywalker,Very favorably
1349,Luke Skywalker,Very favorably
1350,Luke Skywalker,Very favorably
1351,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1352,Luke Skywalker,Somewhat favorably
1353,Luke Skywalker,Very favorably
1354,Luke Skywalker,Very favorably
1355,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1356,Luke Skywalker,Very favorably
1358,Luke Skywalker,Very favorably
1359,Luke Skywalker,Very favorably
1360,Luke Skywalker,Very favorably
1361,Luke Skywalker,Very favorably
1362,Luke Skywalker,Somewhat favorably
1363,Luke Skywalker,Very favorably
1364,Luke Skywalker,Somewhat unfavorably
1365,Luke Skywalker,Very favorably
1367,Luke Skywalker,Very favorably
1369,Luke Skywalker,Very favorably
1371,Luke Skywalker,Somewhat favorably
1372,Luke Skywalker,Very favorably
1373,Luke Skywalker,Very favorably
1374,Luke Skywalker,Very favorably
1377,Luke Skywalker,Very favorably
1380,Luke Skywalker,Somewhat favorably
1382,Luke Skywalker,Very favorably
1384,Luke Skywalker,Very favorably
1386,Luke Skywalker,Very favorably
1388,Luke Skywalker,Somewhat favorably
1389,Luke Skywalker,Very favorably
1390,Luke Skywalker,Somewhat favorably
1392,Luke Skywalker,Very favorably
1393,Luke Skywalker,Somewhat favorably
1397,Luke Skywalker,Somewhat favorably
1398,Luke Skywalker,Somewhat favorably
1401,Luke Skywalker,Very favorably
1402,Luke Skywalker,Very favorably
1403,Luke Skywalker,Somewhat favorably
1406,Luke Skywalker,Somewhat favorably
1409,Luke Skywalker,Very favorably
1410,Luke Skywalker,Very favorably
1411,Luke Skywalker,Somewhat favorably
1413,Luke Skywalker,Very favorably
1414,Luke Skywalker,Somewhat favorably
1415,Luke Skywalker,Somewhat favorably
1417,Luke Skywalker,Very favorably
1418,Luke Skywalker,Very favorably
1421,Luke Skywalker,Very favorably
1422,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1423,Luke Skywalker,Very favorably
1424,Luke Skywalker,Very favorably
1425,Luke Skywalker,Very favorably
1426,Luke Skywalker,Very favorably
1427,Luke Skywalker,Very favorably
1428,Luke Skywalker,Very favorably
1430,Luke Skywalker,Very favorably
1431,Luke Skywalker,Very favorably
1432,Luke Skywalker,Somewhat favorably
1433,Luke Skywalker,Somewhat favorably
1434,Luke Skywalker,Very favorably
1435,Luke Skywalker,Very favorably
1436,Luke Skywalker,Somewhat favorably
1439,Luke Skywalker,Very favorably
1441,Luke Skywalker,Very favorably
1442,Luke Skywalker,Very favorably
1443,Luke Skywalker,Very favorably
1444,Luke Skywalker,Very favorably
1445,Luke Skywalker,Very favorably
1446,Luke Skywalker,Very favorably
1447,Luke Skywalker,Very favorably
1449,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1450,Luke Skywalker,Very favorably
1452,Luke Skywalker,Somewhat favorably
1453,Luke Skywalker,Very favorably
1455,Luke Skywalker,Very favorably
1456,Luke Skywalker,Very favorably
1457,Luke Skywalker,Very favorably
1459,Luke Skywalker,Somewhat favorably
1460,Luke Skywalker,Very favorably
1461,Luke Skywalker,Somewhat favorably
1462,Luke Skywalker,Somewhat favorably
1465,Luke Skywalker,Very favorably
1466,Luke Skywalker,Very favorably
1467,Luke Skywalker,Very favorably
1468,Luke Skywalker,Very favorably
1469,Luke Skywalker,Somewhat favorably
1470,Luke Skywalker,Very favorably
1471,Luke Skywalker,Very favorably
1473,Luke Skywalker,Very favorably
1475,Luke Skywalker,Somewhat favorably
1476,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1477,Luke Skywalker,Very favorably
1480,Luke Skywalker,Somewhat favorably
1481,Luke Skywalker,Very favorably
1483,Luke Skywalker,Very favorably
1484,Luke Skywalker,Very favorably
1485,Luke Skywalker,Unfamiliar (N/A)
1487,Luke Skywalker,Very favorably
1488,Luke Skywalker,Very favorably
1490,Luke Skywalker,Very favorably
1491,Luke Skywalker,Very unfavorably
1493,Luke Skywalker,Very favorably
1494,Luke Skywalker,Very favorably
1495,Luke Skywalker,Somewhat favorably
1496,Luke Skywalker,Very favorably
1497,Luke Skywalker,Somewhat favorably
1499,Luke Skywalker,Very favorably
1501,Luke Skywalker,Somewhat favorably
1502,Luke Skywalker,Very favorably
1503,Luke Skywalker,Very favorably
1504,Luke Skywalker,Somewhat favorably
1506,Luke Skywalker,Very favorably
1509,Luke Skywalker,Somewhat favorably
1511,Luke Skywalker,Very favorably
1513,Luke Skywalker,Very favorably
1514,Luke Skywalker,Very favorably
1515,Luke Skywalker,Very favorably
1516,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1517,Luke Skywalker,Very favorably
1518,Luke Skywalker,Very favorably
1519,Luke Skywalker,Somewhat unfavorably
1520,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1521,Luke Skywalker,Very favorably
1522,Luke Skywalker,Somewhat favorably
1524,Luke Skywalker,Very favorably
1525,Luke Skywalker,Very favorably
1526,Luke Skywalker,Very favorably
1527,Luke Skywalker,Very favorably
1528,Luke Skywalker,Somewhat favorably
1531,Luke Skywalker,Very favorably
1532,Luke Skywalker,Very favorably
1533,Luke Skywalker,Somewhat favorably
1534,Luke Skywalker,Somewhat favorably
1535,Luke Skywalker,Somewhat favorably
1536,Luke Skywalker,Very favorably
1537,Luke Skywalker,Very favorably
1540,Luke Skywalker,Very favorably
1542,Luke Skywalker,Somewhat favorably
1543,Luke Skywalker,Somewhat favorably
1545,Luke Skywalker,Very favorably
1546,Luke Skywalker,Very favorably
1548,Luke Skywalker,Somewhat favorably
1550,Luke Skywalker,Somewhat favorably
1551,Luke Skywalker,Very unfavorably
1552,Luke Skywalker,Very favorably
1554,Luke Skywalker,Somewhat favorably
1555,Luke Skywalker,Somewhat favorably
1556,Luke Skywalker,Somewhat favorably
1558,Luke Skywalker,Very favorably
1559,Luke Skywalker,Very favorably
1560,Luke Skywalker,Very favorably
1561,Luke Skywalker,Very favorably
1562,Luke Skywalker,Very favorably
1567,Luke Skywalker,Very favorably
1568,Luke Skywalker,Very favorably
1569,Luke Skywalker,Somewhat favorably
1570,Luke Skywalker,Somewhat favorably
1574,Luke Skywalker,Somewhat favorably
1575,Luke Skywalker,Very favorably
1577,Luke Skywalker,Very favorably
1578,Luke Skywalker,Very favorably
1579,Luke Skywalker,Somewhat favorably
1581,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1582,Luke Skywalker,Somewhat favorably
1583,Luke Skywalker,Very favorably
1585,Luke Skywalker,Somewhat favorably
1586,Luke Skywalker,Somewhat favorably
1588,Luke Skywalker,Very favorably
1589,Luke Skywalker,Somewhat favorably
1590,Luke Skywalker,Very favorably
1591,Luke Skywalker,Somewhat favorably
1592,Luke Skywalker,Very favorably
1595,Luke Skywalker,Very favorably
1597,Luke Skywalker,Very favorably
1598,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1600,Luke Skywalker,Very favorably
1601,Luke Skywalker,Very favorably
1602,Luke Skywalker,Very favorably
1604,Luke Skywalker,Very favorably
1605,Luke Skywalker,Very favorably
1608,Luke Skywalker,Very favorably
1609,Luke Skywalker,Very favorably
1610,Luke Skywalker,Very favorably
1611,Luke Skywalker,Very favorably
1612,Luke Skywalker,Somewhat favorably
1614,Luke Skywalker,Very favorably
1616,Luke Skywalker,Very favorably
1617,Luke Skywalker,Somewhat favorably
1618,Luke Skywalker,Somewhat favorably
1619,Luke Skywalker,Very favorably
1620,Luke Skywalker,Very favorably
1621,Luke Skywalker,Very favorably
1622,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1623,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1624,Luke Skywalker,Very favorably
1625,Luke Skywalker,Very favorably
1626,Luke Skywalker,Somewhat favorably
1627,Luke Skywalker,Very favorably
1628,Luke Skywalker,Very favorably
1630,Luke Skywalker,Very favorably
1631,Luke Skywalker,Very favorably
1634,Luke Skywalker,Somewhat favorably
1635,Luke Skywalker,Very favorably
1638,Luke Skywalker,Very favorably
1640,Luke Skywalker,Somewhat favorably
1641,Luke Skywalker,Somewhat favorably
1643,Luke Skywalker,Very favorably
1644,Luke Skywalker,Very favorably
1646,Luke Skywalker,Very favorably
1647,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1648,Luke Skywalker,Very favorably
1649,Luke Skywalker,Very favorably
1650,Luke Skywalker,Very favorably
1651,Luke Skywalker,Very favorably
1652,Luke Skywalker,Very favorably
1653,Luke Skywalker,Somewhat favorably
1654,Luke Skywalker,Somewhat favorably
1655,Luke Skywalker,Somewhat favorably
1657,Luke Skywalker,Very favorably
1658,Luke Skywalker,Somewhat favorably
1659,Luke Skywalker,Very favorably
1661,Luke Skywalker,Very favorably
1662,Luke Skywalker,Very favorably
1663,Luke Skywalker,Very favorably
1664,Luke Skywalker,Somewhat favorably
1665,Luke Skywalker,Very favorably
1667,Luke Skywalker,Very favorably
1669,Luke Skywalker,Very favorably
1670,Luke Skywalker,Very favorably
1671,Luke Skywalker,Somewhat favorably
1672,Luke Skywalker,Very favorably
1675,Luke Skywalker,Somewhat favorably
1676,Luke Skywalker,Very favorably
1677,Luke Skywalker,Very favorably
1679,Luke Skywalker,Very favorably
1680,Luke Skywalker,Somewhat unfavorably
1681,Luke Skywalker,Somewhat favorably
1683,Luke Skywalker,Very favorably
1684,Luke Skywalker,Somewhat favorably
1685,Luke Skywalker,Somewhat favorably
1686,Luke Skywalker,Very favorably
1687,Luke Skywalker,Very favorably
1689,Luke Skywalker,Very favorably
1690,Luke Skywalker,Very favorably
1691,Luke Skywalker,Very favorably
1692,Luke Skywalker,Very favorably
1693,Luke Skywalker,Very favorably
1694,Luke Skywalker,Very favorably
1695,Luke Skywalker,Very favorably
1699,Luke Skywalker,Very favorably
1700,Luke Skywalker,Very favorably
1703,Luke Skywalker,Somewhat unfavorably
1704,Luke Skywalker,Very favorably
1705,Luke Skywalker,Very favorably
1706,Luke Skywalker,Somewhat favorably
1707,Luke Skywalker,Very favorably
1708,Luke Skywalker,Very favorably
1709,Luke Skywalker,Very favorably
1710,Luke Skywalker,Very favorably
1713,Luke Skywalker,Very favorably
1714,Luke Skywalker,Very favorably
1715,Luke Skywalker,Very favorably
1716,Luke Skywalker,Very favorably
1717,Luke Skywalker,Very favorably
1718,Luke Skywalker,Very favorably
1719,Luke Skywalker,Very favorably
1720,Luke Skywalker,Very favorably
1721,Luke Skywalker,Very favorably
1723,Luke Skywalker,Very favorably
1724,Luke Skywalker,Very favorably
1727,Luke Skywalker,Very favorably
1728,Luke Skywalker,Very favorably
1731,Luke Skywalker,Somewhat favorably
1734,Luke Skywalker,Very favorably
1735,Luke Skywalker,Very favorably
1737,Luke Skywalker,Somewhat favorably
1738,Luke Skywalker,Very favorably
1740,Luke Skywalker,Very favorably
1741,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1742,Luke Skywalker,Very favorably
1746,Luke Skywalker,Very favorably
1747,Luke Skywalker,Very favorably
1749,Luke Skywalker,Very favorably
1750,Luke Skywalker,Very favorably
1751,Luke Skywalker,Very favorably
1752,Luke Skywalker,Very favorably
1753,Luke Skywalker,Very favorably
1754,Luke Skywalker,Very favorably
1755,Luke Skywalker,Somewhat favorably
1756,Luke Skywalker,Very favorably
1757,Luke Skywalker,Very favorably
1758,Luke Skywalker,Very favorably
1760,Luke Skywalker,Very favorably
1761,Luke Skywalker,Very favorably
1762,Luke Skywalker,Unfamiliar (N/A)
1767,Luke Skywalker,Very favorably
1770,Luke Skywalker,Very favorably
1771,Luke Skywalker,Very favorably
1772,Luke Skywalker,Unfamiliar (N/A)
1776,Luke Skywalker,Somewhat favorably
1777,Luke Skywalker,Very favorably
1778,Luke Skywalker,Somewhat favorably
1779,Luke Skywalker,Very favorably
1780,Luke Skywalker,Very favorably
1781,Luke Skywalker,Very favorably
1782,Luke Skywalker,Very favorably
1784,Luke Skywalker,Very favorably
1786,Luke Skywalker,Very favorably
1787,Luke Skywalker,Very favorably
1788,Luke Skywalker,Very favorably
1789,Luke Skywalker,Very favorably
1790,Luke Skywalker,Very favorably
1792,Luke Skywalker,Very favorably
1793,Luke Skywalker,Very favorably
1794,Luke Skywalker,Somewhat favorably
1795,Luke Skywalker,Somewhat favorably
1796,Luke Skywalker,Very favorably
1806,Luke Skywalker,Very favorably
1807,Luke Skywalker,Somewhat favorably
1808,Luke Skywalker,Somewhat favorably
1809,Luke Skywalker,Very favorably
1811,Luke Skywalker,Very favorably
1812,Luke Skywalker,Very favorably
1813,Luke Skywalker,Very favorably
1816,Luke Skywalker,Somewhat favorably
1817,Luke Skywalker,Very favorably
1818,Luke Skywalker,Very favorably
1820,Luke Skywalker,Very favorably
1821,Luke Skywalker,Somewhat favorably
1822,Luke Skywalker,Very favorably
1823,Luke Skywalker,Very favorably
1824,Luke Skywalker,Unfamiliar (N/A)
1825,Luke Skywalker,Somewhat favorably
1826,Luke Skywalker,Very favorably
1827,Luke Skywalker,Very favorably
1828,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1829,Luke Skywalker,Very favorably
1831,Luke Skywalker,Very favorably
1835,Luke Skywalker,Very favorably
1836,Luke Skywalker,Somewhat favorably
1838,Luke Skywalker,Very favorably
1839,Luke Skywalker,Somewhat favorably
1840,Luke Skywalker,Very favorably
1841,Luke Skywalker,Very favorably
1842,Luke Skywalker,Very favorably
1843,Luke Skywalker,Very favorably
1844,Luke Skywalker,Very favorably
1845,Luke Skywalker,Very favorably
1848,Luke Skywalker,Very favorably
1850,Luke Skywalker,Somewhat favorably
1851,Luke Skywalker,Very favorably
1852,Luke Skywalker,Very favorably
1853,Luke Skywalker,Somewhat favorably
1856,Luke Skywalker,Very favorably
1857,Luke Skywalker,Very favorably
1859,Luke Skywalker,Very favorably
1861,Luke Skywalker,Somewhat favorably
1862,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1863,Luke Skywalker,Very favorably
1864,Luke Skywalker,Very favorably
1865,Luke Skywalker,Very favorably
1866,Luke Skywalker,Very favorably
1867,Luke Skywalker,Very favorably
1869,Luke Skywalker,Very favorably
1870,Luke Skywalker,Very favorably
1871,Luke Skywalker,Very favorably
1872,Luke Skywalker,Very favorably
1873,Luke Skywalker,Very favorably
1875,Luke Skywalker,Somewhat favorably
1876,Luke Skywalker,Very favorably
1877,Luke Skywalker,Very favorably
1878,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1879,Luke Skywalker,Very favorably
1880,Luke Skywalker,Very favorably
1881,Luke Skywalker,Very favorably
1882,Luke Skywalker,Neither favorably nor unfavorably (neutral)
1884,Luke Skywalker,Very favorably
1886,Luke Skywalker,Very favorably
1887,Luke Skywalker,Somewhat favorably
1888,Luke Skywalker,Very favorably
1889,Luke Skywalker,Very favorably
1890,Luke Skywalker,Very favorably
1891,Luke Skywalker,Very favorably
1892,Luke Skywalker,Somewhat favorably
1897,Luke Skywalker,Very favorably
1898,Luke Skywalker,Very favorably
1899,Luke Skywalker,Very favorably
1900,Luke Skywalker,Very favorably
1901,Luke Skywalker,Very favorably
1902,Luke Skywalker,Somewhat favorably
1903,Luke Skywalker,Somewhat favorably
1904,Luke Skywalker,Very favorably
1905,Luke Skywalker,Very favorably
1907,Luke Skywalker,Somewhat favorably
1908,Luke Skywalker,Very favorably
1910,Luke Skywalker,Very favorably
1911,Luke Skywalker,Very favorably
1912,Luke Skywalker,Very favorably
1914,Luke Skywalker,Very favorably
1915,Luke Skywalker,Very favorably
1917,Luke Skywalker,Somewhat favorably
1918,Luke Skywalker,Very favorably
1919,Luke Skywalker,Very favorably
1921,Luke Skywalker,Very favorably
